LedgerID;LedgerName;VendorID;DUNS;LocalBusinessNumber;VATNumber;CompanyName;Address1;Address2;Town;County/State/Province;PostCode;Telephone;Fax;Country;LegalCode;LegalFormPM;OutOfBusinessIndicator;StartYear;PrimarySICCode;HeadQuarterDuns;DomesticUltimateDuns;DomesticUltimateCountry;DomesticUltimateCompanyName;GlobalUltimateDuns;GlobalUltimateCountry;GlobalUltimateCompanyName;CompanyEmployees;NetSales;NetWorth;TotalAssets;CurrentAssets;CurrentLiabilities;FinancialStrength;RiskRating;PMFailureAssignedScore;DBFailureScoreCurrent;DBFailureScore3Month;DBFailureScore6Month;DBFailureScore9Month;DBFailureScore12Month;CReditLimit;OriginalOverrideCode;DBDelinquencyScore;PaymentScore;DBCurrency
116568;EL;1005808;431947894;TV89461;191040260;MONTECAVI SRL;VIA ENRICO FERMI 2-4-6-8;;SAN VENDEMIANO;TREVISO;31020;438470314;;IT;1867;Private Limited Company;;1960;3699;431947894;431947894;IT;MONTECAVI SRL;530475615;CN;Shanghai Moons' Industries Company Ltd.;48;6789731.00;3938540.00;6465287.00;6054371.00;1720843.00;2A ;1;100;100;100;100;97;97;510000.00;;100;74;EUR
116568;EL;1010320;378452002;MO350898;2569681204;MOTOVARIO SPA;VIA QUATTRO PASSI 1/3;;FORMIGINE;MODENA;41043;59579700;59579710;IT;1868;Public Company;;1974;3568;378452002;378452002;IT;MOTOVARIO SPA;491729151;NL;TECO Motor B.V.;419;91386247.00;101461193.00;211500081.00;72486916.00;51673052.00;5A ;1;95;95;90;90;91;91;6600000.00;12025;82;75;EUR
116568;EL;1012207;441344416;VA379957;3799700129;NCAB GROUP PREVENT SRL;VIA SEMPIONE 26;;VERGIATE;VARESE;21029;;;IT;1867;Private Limited Company;;2020;5065;441344416;437772893;IT;NCAB GROUP ITALY SRL;422550660;SE;NCAB Group AB (publ);13;;;;;;GG ;3;12;12;12;12;12;;2000.00;;54;75;EUR
116568;EL;1005496;432259072;TV315066;4003330265;NORDELETTRONICA SRL;VIALE DELLE INDUSTRIE 6/A;ALBINA;GAIARINE;TREVISO;31018;434759420;434754620;IT;1867;Private Limited Company;;2005;3621;432259072;563789432;IT;AL-KO KOBER G.M.B.H. SRL;314298684;DE;AL-KO Vehicle Technology Group GmbH;39;11378257.00;3072721.00;6440958.00;5918305.00;2673778.00;2A ;1;100;100;100;100;99;99;690000.00;;100;80;EUR
116568;EL;13156;429426521;MI1078291;4957340153;OMEGA FUSIBILI SPA;VIA THOMAS ALVA EDISON 10/12;;ASSAGO;MILANO;20057;2488481;24882522;IT;1868;Public Company;;1981;3699;429426521;429426521;IT;OMEGA FUSIBILI SPA;429426521;IT;OMEGA FUSIBILI SPA;39;20490230.00;24796451.00;30238164.00;23583207.00;2876318.00;3A ;2;89;89;89;99;97;97;1700000.00;;81;;EUR
116568;EL;1005020;440106334;PN47204;1161250939;P.M.A. SPA;VIA DELL'INDUSTRIA 2;TAMAI;BRUGNERA;PORDENONE;33070;434600011;434600050;IT;1868;Public Company;;1979;3699;440106334;;;;;;;97;18006425.00;20383243.00;29349169.00;25787529.00;8285621.00;3A ;1;99;99;99;100;100;100;1800000.00;;100;78;EUR
116568;EL;14059;459409595;MI1506344;2705110969;PHOENIX CONTACT SPA;VIA VINCENZO BELLINI 39/41;;CUSANO MILANINO;MILANO;20095;2660591;266059500;IT;1868;Public Company;;1996;5099;459409595;459409595;IT;PHOENIX CONTACT SPA;315970970;DE;Phoenix Contact GmbH & Co. KG;117;89863263.00;20825555.00;46476270.00;41366404.00;23565970.00;3A ;1;99;99;99;99;99;99;10000000.00;;93;79;EUR
116568;EL;1007585;434700045;VA349999;3487690137;PREVENTCABLE SRL;VIA SEMPIONE 26;;VERGIATE;VARESE;21029;;;IT;1867;Private Limited Company;A;2013;3679;434700045;438824115;IT;KCS HOLDING SRL;438824115;IT;KCS HOLDING SRL;;102288.00;-400108.00;152031.00;104629.00;288539.00;NQ;-;0;;;;;;;;;80;EUR
116568;EL;1002499;560912987;MI1754623;4522370966;PRINATECNO SRL;VIA GERMANIA 1/E F;VIGANO;GAGGIANO;MILANO;20083;290841928;290841928;IT;1867;Private Limited Company;;2004;5065;560912987;560912987;IT;PRINATECNO SRL;560912987;IT;PRINATECNO SRL;6;3894847.00;6730051.00;9749649.00;9708279.00;2226136.00;2A ;1;98;98;98;98;98;94;520000.00;;98;80;EUR
116568;EL;1002585;431739457;VA111343;313980120;S.I.R. SRL SOCIETA' ITALIANA RESISTOR;VIA ISONZO 13;;CASTELLANZA;VARESE;21053;331504828;331504565;IT;1867;Private Limited Company;;1968;3699;431739457;431739457;IT;S.I.R. SRL SOCIETA' ITALIANA RESISTOR;481535631;CH;Widap AG;17;2860946.00;1546261.00;2164464.00;1942914.00;444684.00;1A ;1;99;99;99;100;98;98;100000.00;;91;79;EUR
116568;EL;17219;428668305;LC157633;689730133;SACCHI GIUSEPPE SPA;VIA FILIPPO DA DESIO 60;;DESIO;MONZA E BRIANZA;20832;3626351;;IT;1868;Public Company;;1957;5063;428668305;437256100;IT;SONEPAR ITALIA HOLDING SPA;275940476;FR;SOCIETE DE NEGOCE ET DE PARTICIPATION;1156;468629935.00;257216975.00;441010107.00;380287827.00;177493148.00;5A ;1;99;99;99;99;98;98;57000000.00;;93;79;EUR
116568;EL;17079;431492214;AR70645;325250512;SECO SPA;VIA ACHILLE GRANDI 20;;AREZZO;AREZZO;52100;57526979;;IT;1868;Public Company;;1979;3699;431492214;431492214;IT;SECO SPA;431492214;IT;SECO SPA;311;63473000.00;43259000.00;106462000.00;69892000.00;33068000.00;4A ;1;94;94;94;94;86;95;6300000.00;;85;79;EUR
116568;EL;17183;428608178;MI943216;741300966;SECOM SRL;VIA ARCHIMEDE 18;;SESTO SAN GIOVANNI;MILANO;20099;22406945;22406945;IT;1867;Private Limited Company;;1975;3679;428608178;;;;;;;26;7609509.00;3316710.00;6432322.00;6183877.00;2662930.00;2A ;1;98;98;98;95;95;95;760000.00;;91;78;EUR
116568;EL;1002731;541867776;RM883227;5375731006;SEMIKRON SRL;VIA LAURENTINA KM. 24.200;;POMEZIA;ROMA;71;69114241;691142430;IT;1867;Private Limited Company;;1997;3679;541867776;541867776;IT;SEMIKRON SRL;315698548;DE;Semikron International Dr. Fritz Martin GmbH & Co. KG;234;55666332.00;18018828.00;29831196.00;16850279.00;11259314.00;3A ;1;98;98;98;99;96;96;5900000.00;;83;72;EUR
116568;EL;1002578;447180001;PD241652;1406410280;SIRIO ELETTRONICA SRL;VIA ALESSANDRO VOLTA 2;;TEOLO;PADOVA;35037;499901090;499901868;IT;1867;Private Limited Company;;1992;3679;447180001;;;;;;;44;6333710.00;5644488.00;9518315.00;3720057.00;1518630.00;2A ;1;100;100;99;99;99;99;310000.00;;96;73;EUR
116568;EL;1003762;429791433;MI1854997;5871160965;SMEUCO SRL;VIA PRIVATA ALZAIA TRIESTE SNC;;CESANO BOSCONE;MILANO;20090;248880401;248880422;IT;1867;Private Limited Company;;2007;5065;429791433;;;;;;;6;3034472.00;273096.00;1571196.00;1538778.00;1068612.00;C  ;2;53;53;36;36;36;18;72000.00;;62;;EUR
116568;EL;1006760;433711731;UD200644;1860210309;TECNOMASTER SPA;VIA ALESSANDRO VOLTA 1;LAUZACCO Z.I.U.;PAVIA DI UDINE;UDINE;33050;432655350;432655349;IT;1868;Public Company;;1994;3679;433711731;434343823;IT;EQUITY SRL;434343823;IT;EQUITY SRL;45;9121958.00;7124924.00;19343981.00;8772587.00;8779922.00;2A ;2;65;65;65;65;65;66;330000.00;;75;75;EUR
116568;EL;1000697;439495677;MI1601754;12961380156;WOEHNER ELECTROTECHNICAL SYSTEMS SAS DI WOEHNER ELECTROTECHNICAL SYSTEMS GMBH;VIALE TUNISIA 29;;MILANO;MILANO;20124;26367011;263670129;IT;1869;Partnership;;1999;5063;439495677;;;;;;;13;9315791.00;2702660.00;4488282.00;4443600.00;1513307.00;A  ;3;24;24;24;24;24;24;300000.00;;18;80;EUR
116568;EL;1003458;435464180;MB1909648;1257400992;WUERTH ELEKTRONIK ITALIA SRL;VIA TRENTO 26;;VIMERCATE;MONZA E BRIANZA;20871;396872711;396872749;IT;1867;Private Limited Company;;2001;5065;435464180;435464180;IT;WUERTH ELEKTRONIK ITALIA SRL;315781997;DE;Adolf Würth GmbH & Co. KG;64;20647745.00;6255677.00;8559408.00;8342798.00;1406279.00;2A ;1;98;98;94;98;84;84;1500000.00;;97;77;EUR
116568;EL;5137;428670871;LC147966;73980146;WUERTH ELEKTRONIK STELVIO KONTEK SPA;VIA AL MOGNAGO 49;;OGGIONO;LECCO;23848;341265400;341265400;IT;1868;Public Company;;1973;3699;428670871;433445129;IT;WUERTH SRL;315781997;DE;Adolf Würth GmbH & Co. KG;146;22105570.00;9583195.00;33169329.00;11128629.00;12483953.00;2A ;2;67;30;;;;;570000.00;12025;83;76;EUR
116568;EL;1002855;357313303;5564665569;;Noratel Sweden AB;Lars Lindahls Väg 2;;Laxå;Örebro;69531;584444400;58410670;SE;LSC/14  ;Private Limited Company;;1993;5084;357313303;357313303;SE;Noratel Sweden AB;515033017;NO;Eiendomsselskapet Elektroveien 7 AS;25;271116000.00;87027000.00;133447000.00;113941000.00;38114000.00;3A ;AAA;80;80;80;80;80;93;16266000.00;100;;75;SEK
116563;EM;1002420;446866568;MI1372324;10425600151;BRUSATORI SRL;VIA ANTONIO MEUCCI 5/7 7 A;;CUGGIONO;MILANO;20012;225060140;225060140;IT;1867;Private Limited Company;;1991;3621;446866568;;;;;;;38;6976673.00;5244542.00;9155409.00;8438826.00;1513264.00;2A ;1;99;99;99;99;98;100;390000.00;;100;79;EUR
116563;EM;1001767;514126192;MI1508367;11890670158;OMAL SRL;VIA ARNO 18;;BOLLATE;MILANO;20021;233260450;233261087;IT;1867;Private Limited Company;;1996;3479;514126192;;;;;;;37;5522155.00;2837466.00;5591445.00;3130119.00;1684210.00;2A ;1;99;99;99;99;99;99;320000.00;;91;79;EUR
116564;ME;1006791;480924547;CH52430059328;;Metallux AG;Via Moree 12;;Mendrisio;TI;6850;091 640 64 50;091 640 64 51;CH;LSC/3   ;Private Limited Company;;1955;3678;480924547;480924547;CH;Metallux AG;429127798;IT;ELTEK SPA;1500;20000000.00;;;;;CC ;1;96;96;98;98;98;100;475000.00;;;81;CHF
116564;ME;1004786;481514727;CH64510006423;;PX Précimet S.A.;Boulevard des Eplatures 42;;La Chaux-de-Fonds;NE;2300;032 924 02 88;032 924 02 10;CH;LSC/3   ;Private Limited Company;;1983;3316;481514727;482125671;CH;PX Group S.A.;482125671;CH;PX Group S.A.;500;;;;;;AA ;1;92;92;96;96;96;96;500000.00;;;83;CHF
116564;ME;89073B732801;313584368;89073B732801;;Carl Stahl Technocables GmbH;Tobelstr. 2;;Süßen;Baden-Württemberg;73079;07162/40070;07162/40078810;DE;7113;Private Limited Company;;2015;3496;313584368;316144690;DE;Carl Stahl GmbH;316144690;DE;Carl Stahl GmbH;50;;;;;;BB ;2;85;85;85;86;86;;160000.00;;;80;EUR
116564;ME;1003835;315029397;79098B540034;811178046;Constellium Singen GmbH;Alusingenplatz 1;;Singen (Hohentwiel);Baden-Württemberg;78224;07731/800;07731/802065;DE;7113;Private Limited Company;;1912;3355;315029397;341579984;DE;Constellium Germany Holdco GmbH & Co.KG;274121531;FR;CONSTELLIUM SE;1264;522657243.00;69553328.00;250930649.00;104683796.00;89142918.00;5A ;1;99;99;98;98;99;;4052000.00;;;77;EUR
116564;ME;1001607;315012021;70190A480240;142646677;Hugo Kern und Liebers GmbH & Co. KG Platinen- und Federnfabrik;Dr.-Kurt-Steim-Str. 35;;Schramberg;Baden-Württemberg;78713;07422/5110;07422/511200;DE;7118;Other;;1888;3469;315012021;315012021;DE;Hugo Kern und Liebers GmbH & Co. KG Platinen- und Federnfabrik;315012021;DE;Hugo Kern und Liebers GmbH & Co. KG Platinen- und Federnfabrik;7053;637770000.00;258010000.00;635422000.00;290895000.00;271121000.00;5A ;1;94;94;94;91;91;;3248000.00;;;79;EUR
116564;ME;1008265;316192228;86150B8062;811365846;J. N. Eberle Federnfabrik Gesellschaft mit beschränkter Haftung;Hochfeldstr. 6-8;;Schwabmünchen;Bayern;86830;08232/50020;08232/5002166;DE;7113;Private Limited Company;;1836;3493;316192228;315012021;DE;Hugo Kern und Liebers GmbH & Co. KG Platinen- und Federnfabrik;315012021;DE;Hugo Kern und Liebers GmbH & Co. KG Platinen- und Federnfabrik;470;;;;;;AA ;1;89;89;89;89;82;;491000.00;;;79;EUR
116564;ME;1006176;331493028;16816B6358NP;222639284;Prignitz Mikrosystemtechnik GmbH;Margarethenstr. 61;;Wittenberge;Brandenburg;19322;03877/567460;03877/5674618;DE;7113;Private Limited Company;;2002;3679;331493028;;;;;;;62;;2289846.00;6744401.00;4424105.00;4289629.00;2A ;2;46;46;46;46;54;;51000.00;;;80;EUR
116564;ME;1006482;316625466;79098B410317;142398169;Streck Transportgesellschaft mit beschränkter Haftung;Brombacher Str. 61;;Lörrach;Baden-Württemberg;79539;07621/1770;07621/177219;DE;7113;Private Limited Company;;1946;4731;316625466;316625466;DE;Streck Transportgesellschaft mit beschränkter Haftung;316625466;DE;Streck Transportgesellschaft mit beschränkter Haftung;715;171655033.00;53293425.00;75539023.00;29433162.00;12556729.00;5A ;1;90;90;86;83;76;;865000.00;;;69;EUR
116564;ME;1003057;348686833;3,90371E+13;;ARRK LCO PROTOMOULE;ZONE INDUSTRIELLE DES GRANDS VRIS;194 ALLEE DE CHAMPS GALERE;ALBY SUR CHERAN;HAUTE-SAVOIE;74540;450681239;;FR;2096;Public Company;;1993;8711;348686833;348686833;FR;ARRK LCO PROTOMOULE;348686833;FR;ARRK LCO PROTOMOULE;60;11145261.00;6098776.00;9146634.00;7164343.00;2591460.00;2A ;1;79;79;78;79;79;40;326000.00;;;77;EUR
116564;ME;1003752;237281931;3722788;;Alloy Wire International Limited;Unit 5A, Narrowboat Way;Hurst Business Park;Brierley Hill;West Midlands;DY5 1UF;1384262022;;GB;2547;Private Limited Company;;1945;3496;237281931;219225996;GB;ALLOY WIRE HOLDINGS LIMITED;219225996;GB;ALLOY WIRE HOLDINGS LIMITED;30;9188014.00;10510241.00;13210476.00;12200708.00;2607614.00;3A ;1;97;97;97;93;94;93;648000.00;;99;78;GBP
116564;ME;102129;430498097;BO297741;628991200;BERARDI BULLONERIE SRL;VIA SAN CARLO 1;LOC. POGGIO PICCOLO;CASTEL GUELFO DI BOLOGNA;BOLOGNA;40023;51739632;542671940;IT;1867;Private Limited Company;;1952;5051;430498097;430498097;IT;BERARDI BULLONERIE SRL;430498097;IT;BERARDI BULLONERIE SRL;218;60383980.00;21298667.00;51659985.00;42049309.00;24609695.00;3A ;1;99;99;99;99;98;98;5700000.00;;86;80;EUR
116564;ME;102147;428593016;MI299223;721120152;BOSSARD ITALIA SRL;VIA SALVATORE QUASIMODO 12/14;;LEGNANO;MILANO;20025;33193701;;IT;1867;Private Limited Company;;1941;5051;428593016;428593016;IT;BOSSARD ITALIA SRL;481811925;CH;Kolin Holding AG;36;14724181.00;3622684.00;13424914.00;6638624.00;9147076.00;2A ;1;93;93;93;93;13;13;1300000.00;;98;78;EUR
116564;ME;1001604;459243291;BG287500;2414510160;C.G.T. FEBO TECNOPOLIMERI SRL;VIA COPENAGHEN 4;;VERDELLINO;BERGAMO;24040;35885655;354191192;IT;1867;Private Limited Company;;1995;5169;459243291;428316236;IT;FEBO SPA;428316236;IT;FEBO SPA;22;18763862.00;4612275.00;17236831.00;15773885.00;9338894.00;2A ;1;100;100;100;100;100;100;2300000.00;;100;80;EUR
116564;ME;1006774;458491367;BS469873;2681450983;CARRO LUIGI SRL;TRAVERSA TRECENTOTTANTA DI VIA LAVORO E INDUSTRIA 20;;RUDIANO;BRESCIA;25030;30716526;30716526;IT;1867;Private Limited Company;;1977;3089;458491367;;;;;;;32;2257483.00;1281761.00;2909517.00;2164039.00;752505.00;1A ;1;96;96;96;96;96;96;90000.00;;100;79;EUR
116564;ME;1009628;432636681;VA249392;2343630121;CARVE SRL;VIA GARAVAGLIA 225;;CARONNO PERTUSELLA;VARESE;21042;296451013;296450915;IT;1867;Private Limited Company;;1996;3441;432636681;;;;;;;9;1160962.00;1056937.00;1385887.00;1200078.00;230691.00;1A ;1;99;99;99;97;99;99;38000.00;;100;78;EUR
116564;ME;1009709;431967017;PD101906;208300285;CDC SRL;VIA CILE 12;;PADOVA;PADOVA;35127;498700922;498700787;IT;1867;Private Limited Company;;1966;5099;431967017;431967017;IT;CDC SRL;537712908;DE;LFD Verwaltungsges. mbH;13;4869312.00;1494727.00;5325468.00;3238185.00;3251842.00;1A ;2;80;80;61;23;43;43;360000.00;;69;74;EUR
116564;ME;1000737;438131591;MN168574;1588180206;CHIMASI SRL;VIA GIOVANNI FALCONE 1;;CASALOLDO;MANTOVA;46040;376732011;;IT;1867;Private Limited Company;;1990;3089;438131591;;;;;;;12;1445498.00;1471074.00;2543359.00;997393.00;369938.00;1A ;1;95;95;95;95;94;94;66000.00;;100;78;EUR
116564;ME;103226;443961735;AO50474;571320076;COGNE ACCIAI SPECIALI SPA;STRADA PARAVERA 16;;AOSTA;AOSTA;11100;1653021;165302394;IT;1868;Public Company;;1991;3312;443961735;443961735;IT;COGNE ACCIAI SPECIALI SPA;400736468;LU;MEG S.A.;1056;406271226.00;234282510.00;474766730.00;258831517.00;163824528.00;5A ;1;98;98;98;98;95;95;44000000.00;;90;74;EUR
116564;ME;103170;439374372;BS325160;1577930983;COMITES SRL;VIA TREBOLDI 184/H I;;EDOLO;BRESCIA;25048;36471740;36473135;IT;1867;Private Limited Company;;1990;3699;439374372;;;;;;;16;1440216.00;585939.00;1027908.00;707877.00;212820.00;A  ;1;98;98;98;94;94;94;75000.00;;100;79;EUR
116564;ME;1002621;437913346;MI1889919;976750968;CONSYSTEM SRL;VIA ENRICO STENDHAL 55;;MILANO;MILANO;20144;24241471;242291305;IT;1867;Private Limited Company;;1989;5065;437913346;338840876;IT;LIZIUM SPA;338840876;IT;LIZIUM SPA;15;14583692.00;2462357.00;9204396.00;8463239.00;2291318.00;2A ;1;100;100;100;98;98;98;1200000.00;;88;79;EUR
116564;ME;1008240;338380904;MO356704;3084450364;COOLTECH SRL;VIA PRAMPOLINI 30;;FORMIGINE;MODENA;41043;595186200;595186215;IT;1867;Private Limited Company;;2006;3829;338380904;;;;;;;49;7981997.00;1142188.00;6323883.00;4500390.00;4768154.00;1A ;2;79;79;79;66;12;12;450000.00;;70;76;EUR
116564;ME;3034;440768141;BS296214;2076920988;COS.ME SRL;VIA ARTIGIANI 21;TORBIATO;ADRO;BRESCIA;25030;307450979;307453542;IT;1867;Private Limited Company;;1986;3441;440768141;;;;;;;5;1073752.00;463583.00;818910.00;670168.00;255160.00;B  ;1;94;94;94;94;94;94;31000.00;;100;80;EUR
116564;ME;103119;428569693;MB895367;1918740158;CROSS POINT SRL;VIA GAETANA AGNESI 123;;DESIO;MONZA E BRIANZA;20832;36248881;362306810;IT;1867;Private Limited Company;;1974;3679;428569693;430806656;IT;LUX SRL;430806656;IT;LUX SRL;45;9599477.00;3197042.00;7997551.00;7354686.00;1447156.00;2A ;1;99;99;99;100;100;100;660000.00;;77;76;EUR
116564;ME;1002586;429446503;CO176941;2041950136;EBM-PAPST SRL;VIA GIANMARIA CORNAGGIA MEDICI 108;;MOZZATE;COMO;22076;331836201;331821510;IT;1867;Private Limited Company;;1978;5064;429446503;429446503;IT;EBM-PAPST SRL;315797662;DE;ebm-papst Mulfingen GmbH & Co. KG;98;135555290.00;97994533.00;107212085.00;90799419.00;8789962.00;5A ;1;100;100;100;100;100;100;17000000.00;;100;78;EUR
116564;ME;5070;430071357;BS250482;614680981;ELMEC SRL;VIA EUROPA 4;;POLAVENO;BRESCIA;25060;308940026;308940046;IT;1867;Private Limited Company;;1981;3499;430071357;;;;;;;43;5669717.00;6652428.00;9136920.00;3908046.00;1622554.00;2A ;1;93;93;93;93;97;97;240000.00;;100;79;EUR
116564;ME;1009606;437131048;AN111528;1154940421;EMMEGI SPA;ZONA INDUSTRIALE PIAN VOLPELLO 21;;CASTELLEONE DI SUASA;ANCONA;60010;71966723;71966626;IT;1868;Public Company;;1977;3449;437131048;437131048;IT;EMMEGI SPA;437131048;IT;EMMEGI SPA;57;11304855.00;10848182.00;20620380.00;10767896.00;3554378.00;3A ;1;98;98;98;100;100;100;920000.00;;100;80;EUR
116564;ME;1002758;565123614;VA297538;2873440123;EQL SRL;VIA LUIGI PIRANDELLO 12;;BISUSCHIO;VARESE;21050;332850319;332851646;IT;1867;Private Limited Company;;2005;3441;565123614;429349996;IT;ELETTROQUADRI SRL;429349996;IT;ELETTROQUADRI SRL;9;1443663.00;889206.00;1705569.00;1326641.00;474096.00;A  ;2;90;90;90;94;78;78;73000.00;;98;72;EUR
116564;ME;105011;428672331;BS210352;579550989;ESTRAL SPA;VIA ARTIGIANALE 19;;MANERBIO;BRESCIA;25025;309373101;309381465;IT;1868;Public Company;;1975;3353;428672331;435302265;IT;CASA DE COLLI SRL;435302265;IT;CASA DE COLLI SRL;260;84762993.00;49196398.00;117884564.00;41212779.00;46085205.00;4A ;1;95;95;95;95;97;97;8300000.00;;100;80;EUR
116564;ME;1003916;436239495;BG254120;2001270160;GC CARMINATI SRL;VIA CA' NOA 48/A;;VAL BREMBILLA;BERGAMO;24012;34598216;;IT;1867;Private Limited Company;;1974;3449;436239495;;;;;;;53;5855130.00;4071821.00;7868513.00;4742467.00;2179556.00;2A ;1;100;100;100;100;100;100;290000.00;;100;79;EUR
116564;ME;1009339;338829738;MO374649;3289520367;GRAFOS STEEL SRL;VIA CLAUDIO TREVES 19/21;;FORMIGINE;MODENA;41043;595750267;598672070;IT;1867;Private Limited Company;;2001;3577;338829738;;;;;;;62;7506817.00;1625004.00;7436074.00;5325006.00;2547747.00;1A ;1;98;98;98;95;95;95;360000.00;;71;79;EUR
116564;ME;1005719;655654858;BS413416;3524740176;IMET SPA;VIA CASSANO 142;ZONA INDUSTRIALE;SERRAVALLE SCRIVIA;ALESSANDRIA;15069;143607599;;IT;1868;Public Company;;1999;3353;655654858;433659976;IT;METRA HOLDING SPA;433659976;IT;METRA HOLDING SPA;49;18177550.00;7307617.00;18459165.00;7480999.00;10238147.00;2A ;1;91;91;91;91;98;98;1700000.00;;100;78;EUR
116564;ME;1002669;654954270;MI1449767;2424170963;L.C. INCISIONI SAS DI LONGO COSIMO & C.;VIA ZUCCHI 39/A;;CUSANO MILANINO;MILANO;20095;26195799;266404712;IT;1869;Partnership;;1994;3499;654954270;;;;;;;2;;;;;;HH ;1;92;92;92;92;92;92;23000.00;;97;80;EUR
116564;ME;111033;428356323;VA41557;214880122;LATI INDUSTRIA TERMOPLASTICI SPA;VIA FRANCESCO BARACCA 7;;VEDANO OLONA;VARESE;21040;;332409235;IT;1868;Public Company;;1945;2821;428356323;431795681;IT;SVI SVILUPPO INDUSTRIALE SPA;431795681;IT;SVI SVILUPPO INDUSTRIALE SPA;250;130931439.00;69512039.00;129183702.00;82196192.00;38372267.00;5A ;1;100;100;100;100;100;100;13000000.00;;98;80;EUR
116564;ME;1005996;338661254;BS466431;3855220962;MARFRAN SRL;VIA GIULIO PASTORE 33/35;NIGOLINE;CORTE FRANCA;BRESCIA;25040;309860511;30984244;IT;1867;Private Limited Company;;2003;2822;338661254;;;;;;;33;14235128.00;5821395.00;10123414.00;7308358.00;3985520.00;2A ;1;98;98;98;98;96;99;1200000.00;;100;79;EUR
116564;ME;1002157;428473420;MI1487093;11667220153;MGM METAL INDUSTRY SPA;VIA SALVATORE QUASIMODO 22/10;;SANTO STEFANO TICINO;MILANO;20010;297270567;;IT;1868;Public Company;;1996;3441;428473420;431585733;IT;GEMMA SRL;431585733;IT;GEMMA SRL;63;9855007.00;1543023.00;10129377.00;4779347.00;5031181.00;1A ;1;91;91;91;68;68;68;450000.00;;84;74;EUR
116564;ME;1007725;339500578;MI1970190;7600190966;MITOS SRL;VIA NEGRONI 30;;PESSANO CON BORNAGO;MILANO;20042;295749273;295744857;IT;1867;Private Limited Company;;2011;3452;339500578;;;;;;;11;1278421.00;65840.00;1690708.00;1159269.00;676443.00;E  ;3;35;35;35;19;19;19;11000.00;;59;70;EUR
116564;ME;112159;430349394;MB1869691;2717830968;MOLLIFICIO MARCHESI SRL;VIA DELLE INDUSTRIE 2/B;;BUSNAGO;MONZA E BRIANZA;20874;396957618;396959171;IT;1867;Private Limited Company;;1997;3449;430349394;;;;;;;7;2504646.00;1609419.00;2847183.00;2359233.00;465493.00;1A ;1;100;100;100;100;99;99;91000.00;;92;80;EUR
116564;ME;112192;441074028;CO223434;1879680138;MUSSARI SRL;VIA REPUBBLICA 11/B;;LURATE CACCIVIO;COMO;22075;31390677;31390010;IT;1867;Private Limited Company;;1990;3357;441074028;;;;;;;77;11140333.00;4431052.00;13884582.00;6844492.00;5756402.00;2A ;1;91;91;91;90;57;57;940000.00;;93;80;EUR
116564;ME;1007734;447323528;BG178676;862170164;O & BI SRL;VIA DON PRIMO MAZZOLARI 3;;CALCIO;BERGAMO;24054;363968184;363906353;IT;1867;Private Limited Company;;1979;3499;447323528;;;;;;;13;1218290.00;397009.00;1512081.00;699028.00;983098.00;B  ;3;25;25;25;34;30;30;4900.00;;57;;EUR
116564;ME;1009183;433632262;MI1072776;6149030154;O.L.L. SRL OFFICINA LAVORAZIONE LAMIERE;VIA CALDARA 11;;TREZZANO SUL NAVIGLIO;MILANO;20090;24455909;24455041;IT;1867;Private Limited Company;;1981;3499;433632262;;;;;;;14;1470711.00;2110364.00;3130069.00;1731414.00;416381.00;2A ;1;99;99;99;99;100;100;36000.00;;98;80;EUR
116564;ME;1003466;560447984;BG346928;3071910164;O.M.R. SRL OFFICINE MECCANICHE RINALDI;VIA MAGNAVACCHE 11;LOCALITA' BREMBILLA;VAL BREMBILLA;BERGAMO;24012;34598027;34599280;IT;1867;Private Limited Company;;2003;3449;560447984;433814779;IT;IMMOBILIARE RINALDI SRL;433814779;IT;IMMOBILIARE RINALDI SRL;20;2408594.00;331660.00;1966292.00;1444646.00;958793.00;B  ;1;96;96;96;96;96;96;94000.00;;100;80;EUR
116564;ME;114009;440602241;MI1254086;8835280150;OMMC ITALFLEX SRL;VIA PIAN DI ROCCO 22/24;;CARASCO;GENOVA;16042;185350231;185351240;IT;1867;Private Limited Company;;1987;1799;440602241;435083519;IT;FINADEL SPA;435083519;IT;FINADEL SPA;16;1929904.00;1686428.00;2474641.00;2140224.00;282505.00;1A ;1;98;98;98;97;97;97;97000.00;;100;79;EUR
116564;ME;1002635;437111024;PS107310;1084350410;PADA ENGINEERING SRL;VIA GIOVANNI BATTISTA PIRELLI 11;SALTARA;COLLI AL METAURO;PESARO E URBINO;61036;721899555;721897064;IT;1867;Private Limited Company;;1988;3353;437111024;;;;;;;82;10535296.00;1006295.00;11027124.00;7689388.00;7393513.00;1A ;4;1;1;8;14;65;65;;12025;1;56;EUR
116564;ME;17201;443232707;BL62735;654590256;SACET SRL;VIA DEL CANDEL 55/D;;BELLUNO;BELLUNO;32100;43733166;43734600;IT;1867;Private Limited Company;;1985;3699;443232707;;;;;;;48;10155499.00;13619590.00;20814776.00;12488270.00;6707144.00;3A ;1;99;99;99;99;97;97;580000.00;;96;71;EUR
116564;ME;1008374;514265573;BG319733;1054510969;SEBE'C SRL;VIA LEGA LOMBARDA 342;;STEZZANO;BERGAMO;24040;352050111;354540492;IT;1867;Private Limited Company;;1999;3449;514265573;439088600;IT;CMO GROUP SRL;439088600;IT;CMO GROUP SRL;48;14472539.00;7168618.00;11292056.00;7255207.00;3217058.00;2A ;1;100;100;100;99;99;98;1300000.00;;100;79;EUR
